"Occurrence of resistance (%) to selected antimicrobials in indicator E. coli, using harmonised epidemiological cut-off values (ECOFFs), mandatory to report according to Decision 2013/652/EU, 2019"

Page by:
Reporting year: 2019
"AMR Zoonotic agent (L2): Escherichia coli, non-pathogenic, unspecified"
Programme code: AMR MON
Matrix: Pigs
Matrix detailed: Pigs - fattening pigs

EU/NonEU,Reporting country,Antimicrobial substance,GEN,,,CHL,,,AMP,,,CTX,,,CAZ,,,MEM,,,TGC,,,NAL,,,CIP,,,AZM,,,COL,,,SMX,,,TMP,,,TET
,,Metrics,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%
EU,Austria,,174,4,0.0229885057471264,174,12,0.0689655172413793,174,42,0.241379310344828,174,2,0.0114942528735632,174,2,0.0114942528735632,174,0,0,174,0,0,174,1,0.00574712643678161,174,4,0.0229885057471264,174,1,0.00574712643678161,174,0,0,174,52,0.298850574712644,174,30,0.172413793103448,174,76,0.436781609195402
,Belgium,,175,1,0.00571428571428571,175,34,0.194285714285714,175,68,0.388571428571429,175,1,0.00571428571428571,175,1,0.00571428571428571,175,0,0,175,0,0,175,4,0.0228571428571429,175,16,0.0914285714285714,175,3,0.0171428571428571,175,0,0,175,69,0.394285714285714,175,62,0.354285714285714,175,63,0.36
,Bulgaria,,104,1,0.00961538461538462,104,38,0.365384615384615,104,62,0.596153846153846,104,0,0,104,0,0,104,0,0,104,0,0,104,11,0.105769230769231,104,17,0.163461538461538,104,1,0.00961538461538462,104,0,0,104,69,0.663461538461538,104,38,0.365384615384615,104,78,0.75
,Croatia,,85,2,0.0235294117647059,85,10,0.117647058823529,85,33,0.388235294117647,85,1,0.0117647058823529,85,1,0.0117647058823529,85,0,0,85,0,0,85,10,0.117647058823529,85,14,0.164705882352941,85,2,0.0235294117647059,85,0,0,85,35,0.411764705882353,85,27,0.317647058823529,85,40,0.470588235294118
,Cyprus,,34,1,0.0294117647058824,34,15,0.441176470588235,34,25,0.735294117647059,34,0,0,34,0,0,34,0,0,34,0,0,34,1,0.0294117647058824,34,2,0.0588235294117647,34,5,0.147058823529412,34,0,0,34,30,0.882352941176471,34,29,0.852941176470588,34,32,0.941176470588235
,Czechia,,313,1,0.00319488817891374,313,22,0.0702875399361022,313,99,0.31629392971246,313,4,0.012779552715655,313,4,0.012779552715655,313,0,0,313,0,0,313,5,0.0159744408945687,313,8,0.0255591054313099,313,4,0.012779552715655,313,0,0,313,73,0.233226837060703,313,45,0.143769968051118,313,115,0.36741214057508
,Denmark,,190,2,0.0105263157894737,190,11,0.0578947368421053,190,67,0.352631578947368,190,0,0,190,0,0,190,0,0,190,0,0,190,2,0.0105263157894737,190,5,0.0263157894736842,190,2,0.0105263157894737,190,0,0,190,84,0.442105263157895,190,55,0.289473684210526,190,66,0.347368421052632
,Estonia,,71,0,0,71,2,0.028169014084507,71,18,0.253521126760563,71,1,0.0140845070422535,71,1,0.0140845070422535,71,0,0,71,0,0,71,0,0,71,4,0.0563380281690141,71,0,0,71,0,0,71,16,0.225352112676056,71,18,0.253521126760563,71,23,0.323943661971831
,Finland,,174,0,0,174,3,0.0172413793103448,174,16,0.0919540229885057,174,1,0.00574712643678161,174,1,0.00574712643678161,174,0,0,174,0,0,174,2,0.0114942528735632,174,3,0.0172413793103448,174,0,0,174,0,0,174,22,0.126436781609195,174,14,0.0804597701149425,174,24,0.137931034482759
,France,,188,5,0.0265957446808511,188,14,0.074468085106383,188,57,0.303191489361702,188,2,0.0106382978723404,188,2,0.0106382978723404,188,0,0,188,0,0,188,7,0.0372340425531915,188,8,0.0425531914893617,188,1,0.00531914893617021,188,2,0.0106382978723404,188,66,0.351063829787234,188,56,0.297872340425532,188,96,0.51063829787234
,Germany,,246,2,0.00813008130081301,246,25,0.101626016260163,246,87,0.353658536585366,246,8,0.032520325203252,246,7,0.0284552845528455,246,0,0,246,0,0,246,12,0.048780487804878,246,21,0.0853658536585366,246,4,0.016260162601626,246,0,0,246,80,0.32520325203252,246,66,0.268292682926829,246,87,0.353658536585366
,Greece,,146,7,0.0479452054794521,146,68,0.465753424657534,146,96,0.657534246575342,146,2,0.0136986301369863,146,2,0.0136986301369863,146,0,0,146,0,0,146,13,0.089041095890411,146,26,0.178082191780822,146,6,0.0410958904109589,146,5,0.0342465753424658,146,99,0.678082191780822,146,85,0.582191780821918,146,119,0.815068493150685
,Hungary,,170,8,0.0470588235294118,170,19,0.111764705882353,170,83,0.488235294117647,170,3,0.0176470588235294,170,2,0.0117647058823529,170,0,0,170,0,0,170,11,0.0647058823529412,170,22,0.129411764705882,170,1,0.00588235294117647,170,2,0.0117647058823529,170,54,0.317647058823529,170,41,0.241176470588235,170,87,0.511764705882353
,Ireland,,170,4,0.0235294117647059,170,11,0.0647058823529412,170,61,0.358823529411765,170,2,0.0117647058823529,170,2,0.0117647058823529,170,0,0,170,0,0,170,7,0.0411764705882353,170,9,0.0529411764705882,170,4,0.0235294117647059,170,0,0,170,77,0.452941176470588,170,64,0.376470588235294,170,97,0.570588235294118
,Italy,,169,19,0.112426035502959,169,77,0.455621301775148,169,121,0.715976331360947,169,1,0.00591715976331361,169,1,0.00591715976331361,169,0,0,169,0,0,169,21,0.124260355029586,169,41,0.242603550295858,169,2,0.0118343195266272,169,1,0.00591715976331361,169,116,0.686390532544379,169,100,0.591715976331361,169,126,0.745562130177515
,Latvia,,152,4,0.0263157894736842,152,11,0.0723684210526316,152,44,0.289473684210526,152,1,0.00657894736842105,152,1,0.00657894736842105,152,0,0,152,0,0,152,3,0.0197368421052632,152,17,0.111842105263158,152,0,0,152,0,0,152,52,0.342105263157895,152,34,0.223684210526316,152,48,0.315789473684211
,Lithuania,,99,3,0.0303030303030303,99,5,0.0505050505050505,99,24,0.242424242424242,99,0,0,99,0,0,99,0,0,99,0,0,99,10,0.101010101010101,99,14,0.141414141414141,99,0,0,99,0,0,99,27,0.272727272727273,99,19,0.191919191919192,99,32,0.323232323232323
,Luxembourg,,37,0,0,37,6,0.162162162162162,37,17,0.45945945945946,37,0,0,37,0,0,37,0,0,37,0,0,37,0,0,37,4,0.108108108108108,37,0,0,37,0,0,37,13,0.351351351351351,37,8,0.216216216216216,37,17,0.45945945945946
,Malta,,71,5,0.0704225352112676,71,10,0.140845070422535,71,17,0.23943661971831,71,1,0.0140845070422535,71,1,0.0140845070422535,71,0,0,71,2,0.028169014084507,71,5,0.0704225352112676,71,14,0.197183098591549,71,2,0.028169014084507,71,0,0,71,32,0.450704225352113,71,25,0.352112676056338,71,51,0.71830985915493
,Netherlands,,304,6,0.0197368421052632,304,36,0.118421052631579,304,65,0.213815789473684,304,0,0,304,0,0,304,0,0,304,0,0,304,2,0.00657894736842105,304,3,0.00986842105263158,304,2,0.00657894736842105,304,0,0,304,97,0.319078947368421,304,79,0.259868421052632,304,127,0.417763157894737
,Poland,,175,6,0.0342857142857143,175,38,0.217142857142857,175,92,0.525714285714286,175,1,0.00571428571428571,175,1,0.00571428571428571,175,0,0,175,0,0,175,21,0.12,175,36,0.205714285714286,175,0,0,175,0,0,175,83,0.474285714285714,175,66,0.377142857142857,175,105,0.6
,Portugal,,156,5,0.032051282051282,156,74,0.474358974358974,156,114,0.730769230769231,156,8,0.0512820512820513,156,7,0.0448717948717949,156,0,0,156,0,0,156,23,0.147435897435897,156,41,0.262820512820513,156,22,0.141025641025641,156,13,0.0833333333333333,156,111,0.711538461538462,156,88,0.564102564102564,156,140,0.897435897435898
,Romania,,170,12,0.0705882352941176,170,69,0.405882352941177,170,126,0.741176470588235,170,10,0.0588235294117647,170,10,0.0588235294117647,170,0,0,170,0,0,170,29,0.170588235294118,170,67,0.394117647058824,170,9,0.0529411764705882,170,0,0,170,107,0.629411764705882,170,76,0.447058823529412,170,104,0.611764705882353
,Slovakia,,85,3,0.0352941176470588,85,20,0.235294117647059,85,52,0.611764705882353,85,0,0,85,0,0,85,0,0,85,0,0,85,8,0.0941176470588235,85,11,0.129411764705882,85,1,0.0117647058823529,85,0,0,85,47,0.552941176470588,85,42,0.494117647058824,85,63,0.741176470588235
,Slovenia,,85,2,0.0235294117647059,85,14,0.164705882352941,85,20,0.235294117647059,85,3,0.0352941176470588,85,3,0.0352941176470588,85,0,0,85,0,0,85,3,0.0352941176470588,85,12,0.141176470588235,85,1,0.0117647058823529,85,0,0,85,20,0.235294117647059,85,10,0.117647058823529,85,31,0.364705882352941
,Spain,,170,10,0.0588235294117647,170,78,0.458823529411765,170,127,0.747058823529412,170,3,0.0176470588235294,170,3,0.0176470588235294,170,0,0,170,0,0,170,34,0.2,170,78,0.458823529411765,170,7,0.0411764705882353,170,1,0.00588235294117647,170,112,0.658823529411765,170,108,0.635294117647059,170,132,0.776470588235294
,Sweden,,174,0,0,174,3,0.0172413793103448,174,33,0.189655172413793,174,0,0,174,0,0,174,0,0,174,0,0,174,2,0.0114942528735632,174,2,0.0114942528735632,174,0,0,174,0,0,174,32,0.183908045977012,174,26,0.149425287356322,174,22,0.126436781609195
,United Kingdom,,208,3,0.0144230769230769,208,34,0.163461538461538,208,75,0.360576923076923,208,5,0.0240384615384615,208,5,0.0240384615384615,208,0,0,208,0,0,208,2,0.00961538461538462,208,7,0.0336538461538462,208,1,0.00480769230769231,208,0,0,208,89,0.427884615384615,208,83,0.399038461538462,208,122,0.586538461538462
,Total,,4295,116,0.0270081490104773,4295,759,0.176717112922002,4295,1741,0.40535506402794,4295,60,0.0139697322467986,4295,57,0.0132712456344587,4295,0,0,4295,2,0.000465657741559953,4295,249,0.0579743888242142,4295,506,0.117811408614668,4295,81,0.0188591385331781,4295,24,0.00558789289871944,4295,1764,0.410710128055879,4295,1394,0.324563445867288,4295,2123,0.494295692665891
non EU,Iceland,,14,0,0,14,1,0.0714285714285714,14,3,0.214285714285714,14,0,0,14,0,0,14,0,0,14,0,0,14,0,0,14,0,0,14,0,0,14,0,0,14,3,0.214285714285714,14,4,0.285714285714286,14,4,0.285714285714286
,Norway,,285,1,0.00350877192982456,285,1,0.00350877192982456,285,12,0.0421052631578947,285,0,0,285,0,0,285,0,0,285,0,0,285,0,0,285,0,0,285,0,0,285,0,0,285,14,0.0491228070175439,285,13,0.0456140350877193,285,7,0.0245614035087719
,Republic of North Macedonia,,19,0,0,19,3,0.157894736842105,19,7,0.368421052631579,19,0,0,19,0,0,19,0,0,19,0,0,19,1,0.0526315789473684,19,4,0.210526315789474,19,0,0,19,0,0,19,5,0.263157894736842,19,2,0.105263157894737,19,12,0.631578947368421
,Switzerland,,189,2,0.0105820105820106,189,3,0.0158730158730159,189,24,0.126984126984127,189,0,0,189,0,0,189,0,0,189,0,0,189,5,0.0264550264550265,189,5,0.0264550264550265,189,0,0,189,0,0,189,57,0.301587301587302,189,24,0.126984126984127,189,40,0.211640211640212
,Total,,507,3,0.00591715976331361,507,8,0.0157790927021696,507,46,0.0907297830374753,507,0,0,507,0,0,507,0,0,507,0,0,507,6,0.0118343195266272,507,9,0.0177514792899408,507,0,0,507,0,0,507,79,0.155818540433925,507,43,0.0848126232741617,507,63,0.124260355029586



Page by:
Reporting year: 2019
"AMR Zoonotic agent (L2): Escherichia coli, non-pathogenic, unspecified"
Programme code: AMR MON
Matrix: Cattle (bovine animals)
Matrix detailed: Cattle (bovine animals) - calves (under 1 year)

EU/NonEU,Reporting country,Antimicrobial substance,GEN,,,CHL,,,AMP,,,CTX,,,CAZ,,,MEM,,,TGC,,,NAL,,,CIP,,,AZM,,,COL,,,SMX,,,TMP,,,TET
,,Metrics,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%
EU,Belgium,,172,9,0.0523255813953488,172,54,0.313953488372093,172,115,0.668604651162791,172,4,0.0232558139534884,172,4,0.0232558139534884,172,0,0,172,0,0,172,21,0.122093023255814,172,42,0.244186046511628,172,7,0.0406976744186047,172,4,0.0232558139534884,172,105,0.61046511627907,172,86,0.5,172,126,0.732558139534884
,Croatia,,84,3,0.0357142857142857,84,9,0.107142857142857,84,11,0.130952380952381,84,0,0,84,0,0,84,0,0,84,0,0,84,6,0.0714285714285714,84,6,0.0714285714285714,84,0,0,84,0,0,84,27,0.321428571428571,84,10,0.119047619047619,84,23,0.273809523809524
,Denmark,,172,1,0.00581395348837209,172,10,0.0581395348837209,172,11,0.063953488372093,172,0,0,172,0,0,172,0,0,172,0,0,172,0,0,172,0,0,172,0,0,172,0,0,172,16,0.0930232558139535,172,2,0.0116279069767442,172,20,0.116279069767442
,France,,153,10,0.065359477124183,153,31,0.202614379084967,153,54,0.352941176470588,153,0,0,153,0,0,153,0,0,153,0,0,153,9,0.0588235294117647,153,10,0.065359477124183,153,6,0.0392156862745098,153,1,0.0065359477124183,153,70,0.457516339869281,153,44,0.287581699346405,153,84,0.549019607843137
,Germany,,217,6,0.0276497695852535,217,22,0.101382488479263,217,73,0.336405529953917,217,5,0.0230414746543779,217,4,0.0184331797235023,217,0,0,217,0,0,217,12,0.0552995391705069,217,27,0.124423963133641,217,6,0.0276497695852535,217,1,0.00460829493087558,217,60,0.276497695852535,217,59,0.271889400921659,217,81,0.373271889400922
,Italy,,169,34,0.201183431952663,169,61,0.36094674556213,169,108,0.63905325443787,169,7,0.0414201183431953,169,7,0.0414201183431953,169,0,0,169,0,0,169,37,0.218934911242604,169,78,0.461538461538462,169,5,0.029585798816568,169,3,0.0177514792899408,169,120,0.710059171597633,169,110,0.650887573964497,169,135,0.798816568047337
,Netherlands,,294,5,0.0170068027210884,294,37,0.125850340136054,294,59,0.200680272108844,294,0,0,294,0,0,294,0,0,294,0,0,294,4,0.0136054421768707,294,10,0.0340136054421769,294,0,0,294,0,0,294,61,0.207482993197279,294,49,0.166666666666667,294,127,0.431972789115646
,Portugal,,174,3,0.0172413793103448,174,19,0.109195402298851,174,17,0.0977011494252874,174,4,0.0229885057471264,174,3,0.0172413793103448,174,0,0,174,0,0,174,7,0.0402298850574713,174,10,0.0574712643678161,174,0,0,174,0,0,174,26,0.149425287356322,174,9,0.0517241379310345,174,38,0.218390804597701
,Spain,,170,6,0.0352941176470588,170,28,0.164705882352941,170,37,0.217647058823529,170,1,0.00588235294117647,170,1,0.00588235294117647,170,0,0,170,0,0,170,9,0.0529411764705882,170,14,0.0823529411764706,170,1,0.00588235294117647,170,1,0.00588235294117647,170,71,0.417647058823529,170,31,0.182352941176471,170,88,0.517647058823529
,Total,,1605,77,0.0479750778816199,1605,271,0.168847352024922,1605,485,0.302180685358255,1605,21,0.0130841121495327,1605,19,0.0118380062305296,1605,0,0,1605,0,0,1605,105,0.0654205607476635,1605,197,0.122741433021807,1605,25,0.0155763239875389,1605,10,0.00623052959501558,1605,556,0.346417445482866,1605,400,0.249221183800623,1605,722,0.449844236760125
non EU,Norway,,314,1,0.00318471337579618,314,1,0.00318471337579618,314,7,0.0222929936305732,314,1,0.00318471337579618,314,1,0.00318471337579618,314,0,0,314,0,0,314,0,0,314,0,0,314,1,0.00318471337579618,314,0,0,314,10,0.0318471337579618,314,2,0.00636942675159236,314,7,0.0222929936305732
,Republic of North Macedonia,,18,1,0.0555555555555556,18,2,0.111111111111111,18,4,0.222222222222222,18,1,0.0555555555555556,18,1,0.0555555555555556,18,0,0,18,0,0,18,0,0,18,1,0.0555555555555556,18,0,0,18,0,0,18,6,0.333333333333333,18,1,0.0555555555555556,18,7,0.388888888888889
,Switzerland,,199,8,0.0402010050251256,199,14,0.0703517587939698,199,52,0.261306532663317,199,2,0.0100502512562814,199,2,0.0100502512562814,199,0,0,199,0,0,199,8,0.0402010050251256,199,9,0.0452261306532663,199,1,0.0050251256281407,199,0,0,199,62,0.311557788944724,199,26,0.130653266331658,199,72,0.361809045226131
,Total,,531,10,0.0188323917137476,531,17,0.032015065913371,531,63,0.11864406779661,531,4,0.00753295668549906,531,4,0.00753295668549906,531,0,0,531,0,0,531,8,0.0150659133709981,531,10,0.0188323917137476,531,2,0.00376647834274953,531,0,0,531,78,0.146892655367232,531,29,0.0546139359698682,531,86,0.16195856873823



Page by:
Reporting year: 2019
"AMR Zoonotic agent (L2): Escherichia coli, non-pathogenic, unspecified"
Programme code: AMR MON
Matrix: Gallus gallus (fowl)
Matrix detailed: Gallus gallus (fowl) - broilers

EU/NonEU,Reporting country,Antimicrobial substance,GEN,,,CHL,,,AMP,,,CTX,,,CAZ,,,MEM,,,TGC,,,NAL,,,CIP,,,AZM,,,COL,,,SMX,,,TMP,,,TET
,,Metrics,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%,n,N,%
EU,Belgium,,169,10,0.0591715976331361,169,51,0.301775147928994,169,133,0.78698224852071,169,14,0.0828402366863905,169,14,0.0828402366863905,169,0,0,169,0,0,169,81,0.479289940828402,169,94,0.556213017751479,169,6,0.0355029585798817,169,1,0.00591715976331361,169,114,0.674556213017752,169,93,0.550295857988166,169,92,0.544378698224852
